"row_id","CERF.A1","CERF.C2","Ratios.ratio_pronouns","Ratios.ratio_coconjunctions","TTR.ttr","author"
1,0.718120805369127,0,0,0,0.643835616438356,"davinci"
2,0.503378378378378,0,0.0854700854700855,0.0683760683760684,0.83617747440273,"bloomz"
3,0.711622807017544,0.00219298245614035,0.16597510373444,0.0643153526970954,0.457663451232583,"human"
4,0.622222222222222,0.0074074074074074,0.086734693877551,0.102040816326531,0.550617283950617,"davinci"
5,0.75,0,0.111111111111111,0.0740740740740741,0.675324675324675,"cohere"
6,0.590604026845638,0.00671140939597315,0.123456790123457,0.0493827160493827,0.731884057971015,"davinci"
8,0.782178217821782,0,0.219047619047619,0.0761904761904762,0.585,"dolly"
15,0.735019973368842,0.00798934753661784,0.0784313725490196,0.0906862745098039,0.584931506849315,"human"
20,0.0895522388059701,0,0.0909090909090909,0,0.925373134328358,"bloomz"
22,0.787671232876712,0,0.0975609756097561,0.146341463414634,0.581881533101045,"davinci"
24,0.771676300578035,0.00578034682080924,0.206060606060606,0.0303030303030303,0.517543859649123,"human"
26,0.752577319587629,0,0.159090909090909,0.136363636363636,0.793814432989691,"bloomz"
27,0.635658914728682,0.0232558139534884,0.075,0.075,0.713178294573643,"davinci"
32,0.704663212435233,0,0.0784313725490196,0.0686274509803922,0.7,"dolly"
37,0.792778649921507,0,0.0896860986547085,0.134529147982063,0.418238993710692,"human"
38,0.302631578947368,0,0.1,0.1,0.931506849315068,"bloomz"
39,0.721238938053097,0.00884955752212389,0.148760330578512,0.107438016528926,0.59375,"GPT"
42,0.484615384615385,0.0192307692307692,0.0300751879699248,0.0526315789473684,0.598393574297189,"dolly"
44,0.913265306122449,0,0.237623762376238,0.0792079207920792,0.653061224489796,"GPT"
46,0.568965517241379,0,0.111111111111111,0.0555555555555556,0.964912280701754,"bloomz"
49,0.67741935483871,0,0,0.0769230769230769,0.967741935483871,"bloomz"
50,0.672811059907834,0.00460829493087557,0.128,0.032,0.581395348837209,"GPT"
57,0.410764872521246,0.0056657223796034,0.0925925925925926,0.0185185185185185,0.777142857142857,"bloomz"
58,0.813953488372093,0,0.195266272189349,0.0887573964497041,0.494117647058823,"cohere"
59,0.853435114503817,0.00610687022900763,0.144736842105263,0.0855263157894737,0.518292682926829,"davinci"
65,0.651006711409396,0,0.09375,0.05625,0.616949152542373,"GPT"
76,0.523489932885906,0,0.166666666666667,0.0303030303030303,0.836734693877551,"bloomz"
77,0.688172043010753,0.010752688172043,0.113475177304965,0.0921985815602837,0.557553956834532,"GPT"
79,0.727554179566563,0,0.192546583850932,0.111801242236025,0.550632911392405,"davinci"
80,0.717391304347826,0,0.05,0,0.866666666666667,"bloomz"
84,0.770949720670391,0.0111731843575419,0.125748502994012,0.0838323353293413,0.559888579387187,"davinci"
87,0.56020942408377,0,0.0348837209302326,0.0348837209302326,0.612021857923497,"dolly"
91,0.532786885245902,0,0.0574712643678161,0.160919540229885,0.375510204081633,"cohere"
93,0.821138211382114,0.002710027100271,0.259067357512953,0.10880829015544,0.577720207253886,"human"
102,0.784090909090909,0,0.235955056179775,0.0224719101123595,0.693181818181818,"human"
106,0.537777777777778,0,0,0.0774647887323944,0.574660633484163,"dolly"
113,0.268595041322314,0,0.120689655172414,0.0517241379310345,0.894366197183099,"bloomz"
116,0.788461538461538,0.0032051282051282,0.181506849315068,0.0684931506849315,0.417207792207792,"GPT"
117,0.641221374045801,0.00763358778625954,0.0916030534351145,0.00763358778625954,0.55984555984556,"cohere"
118,1.04198473282443,0,0.101769911504425,0.146017699115044,0.217557251908397,"dolly"
119,0.526315789473684,0.0328947368421053,0.0549450549450549,0.032967032967033,0.61437908496732,"cohere"
121,0.659217877094972,0.0223463687150838,0.0686274509803922,0.0588235294117647,0.620111731843575,"human"
122,0.534591194968553,0.0188679245283019,0.08,0.0285714285714286,0.732704402515723,"bloomz"
123,0.559322033898305,0,0,0.0178571428571428,0.258145363408521,"cohere"
126,0.849829351535836,0.00341296928327645,0.0567375886524823,0.141843971631206,0.549152542372881,"davinci"
127,0.792929292929293,0.0151515151515152,0.0808080808080808,0.0505050505050505,0.563451776649746,"cohere"
129,0.75632183908046,0,0.148453608247423,0.0824742268041237,0.451724137931034,"GPT"
130,0.700973574408901,0.00278164116828929,0.0842105263157895,0.0815789473684211,0.48314606741573,"davinci"
134,0.576470588235294,0,0.0869565217391304,0.0434782608695652,0.773809523809524,"davinci"
139,0.898989898989899,0,0.23469387755102,0.0612244897959184,0.582914572864322,"cohere"
143,0.841437632135307,0,0.104838709677419,0.0685483870967742,0.455696202531646,"davinci"
144,0.6943359375,0.0009765625,0.066147859922179,0.110894941634241,0.427592954990215,"davinci"
145,0.815154994259472,0.00344431687715269,0.0870535714285714,0.0915178571428571,0.461538461538462,"dolly"
146,0.658862876254181,0.00668896321070234,0.111111111111111,0.0777777777777778,0.536912751677852,"GPT"
147,0.82370820668693,0.0151975683890577,0.0636942675159236,0.0382165605095541,0.484848484848485,"cohere"
152,0.897905759162304,0.00523560209424083,0.475903614457831,0.0843373493975904,0.564432989690722,"human"
154,0.698412698412698,0,0.142857142857143,0.0476190476190476,0.870967741935484,"bloomz"
159,0.687898089171974,0,0.189873417721519,0.0253164556962025,0.917197452229299,"bloomz"
161,0.677777777777778,0,0.194444444444444,0.111111111111111,0.648351648351648,"cohere"
163,0.609257589419898,0,0.0746606334841629,0.0625942684766214,0.385060975609756,"human"
166,0.7,0,0.5,0.166666666666667,1,"bloomz"
167,0.732954545454545,0,0.404761904761905,0.0714285714285714,0.811428571428571,"bloomz"
169,0.881918819188192,0,0.197080291970803,0.124087591240876,0.514814814814815,"cohere"
175,0.518248175182482,0,0.0857142857142857,0.0571428571428571,0.858208955223881,"bloomz"
178,0.621621621621622,0,0.238095238095238,0.108843537414966,0.547112462006079,"davinci"
185,0.687943262411348,0,0.178082191780822,0.0136986301369863,0.81294964028777,"bloomz"
190,0.793388429752066,0,0.12,0.16,0.693548387096774,"davinci"
191,0.651376146788991,0.073394495412844,0.0991735537190083,0.0909090909090909,0.560386473429952,"GPT"
193,0.766666666666667,0.00416666666666666,0.183333333333333,0.166666666666667,0.570833333333333,"cohere"
194,0.732937685459941,0,0.0982658959537572,0.109826589595376,0.523952095808383,"GPT"
195,0.64472049689441,0.00248447204968944,0.130573248407643,0.0732484076433121,0.569269521410579,"human"
196,0.807511737089202,0,0.130841121495327,0.102803738317757,0.333333333333333,"dolly"
198,0.587786259541985,0,0.0144927536231884,0.072463768115942,0.656,"davinci"
199,0.878048780487805,0.00286944045911047,0.22360248447205,0.130434782608696,0.210601719197708,"cohere"
204,0.708333333333333,0,0.171641791044776,0.111940298507463,0.606271777003484,"GPT"
205,0.66260162601626,0.008130081300813,0.121212121212121,0.0833333333333333,0.516260162601626,"GPT"
209,0.760348583877996,0,0.244541484716157,0.0873362445414847,0.525164113785558,"dolly"
211,0.551136363636364,0.0113636363636364,0.0816326530612245,0.0510204081632653,0.587878787878788,"dolly"
214,0.653846153846154,0,0.115384615384615,0.0512820512820513,0.88961038961039,"bloomz"
219,0.615740740740741,0,0.279411764705882,0.117647058823529,0.337962962962963,"dolly"
